,drug_name,condition,nltkRScore,useful_count_encoded
79450,1265,175,3,1
79451,1668,175,3,1
79452,1272,175,1,1
79453,2735,117,1,1
79454,3250,874,1,1
79455,1204,87,3,1
79456,180,133,3,1
79457,2528,134,1,1
79458,1582,127,3,2
79459,3000,273,1,1
79460,2292,640,1,1
79461,21,87,3,2
79462,650,162,3,1
79463,3381,633,2,2
79464,2210,296,3,1
79465,190,434,3,1
79466,1108,346,3,2
79467,2043,175,3,1
79468,943,174,1,2
79469,21,87,3,1
79470,1874,175,1,2
79471,426,889,1,1
79472,1096,87,1,2
79473,214,542,1,1
79474,2528,637,3,2
79475,3117,87,1,1
79476,1098,434,3,1
79477,2754,134,1,2
79478,2962,346,3,2
79479,2971,175,3,1
79480,3570,175,3,2
79481,2165,133,1,1
79482,1593,419,1,2
79483,631,395,3,2
79484,594,100,1,2
79485,2458,472,1,1
79486,3313,531,3,2
79487,1378,555,3,2
79488,3531,273,1,2
79489,2883,174,3,2
79490,1489,552,1,2
79491,1231,369,3,2
79492,3314,175,1,1
79493,1874,175,3,1
79494,21,87,1,1
79495,881,225,1,2
79496,1272,175,3,1
79497,1985,346,1,2
79498,2153,175,3,1
79499,1265,175,3,1
79500,555,273,3,2
79501,773,133,2,1
79502,1415,602,2,1
79503,49,633,3,2
79504,3000,174,3,1
79505,1272,175,3,1
79506,1819,174,3,1
79507,1266,175,2,1
79508,2750,110,3,2
79509,2253,761,1,2
79510,2528,133,1,2
79511,828,601,1,2
79512,3189,552,3,2
79513,3166,472,1,2
79514,3060,474,3,2
79515,2109,567,3,2
79516,306,541,1,1
79517,552,225,3,2
79518,2164,175,1,2
79519,1108,633,1,2
79520,1263,175,3,1
79521,1985,581,1,2
79522,328,80,1,1
79523,1272,318,1,1
79524,1757,609,1,1
79525,3147,622,1,1
79526,3102,613,3,1
79527,2672,346,3,2
79528,1874,175,1,1
79529,1378,555,1,2
79530,2565,633,3,1
79531,1266,175,1,1
79532,1536,80,3,2
79533,1266,84,3,1
79534,3155,147,1,2
79535,3005,325,3,2
79536,3436,325,3,2
79537,2911,743,1,1
79538,3531,273,3,2
79539,1924,175,3,1
79540,3206,601,3,2
79541,1985,583,1,2
79542,199,474,1,2
79543,2198,249,3,2
79544,1272,175,1,1
79545,3214,874,3,1
79546,555,789,3,1
79547,2302,175,1,1
79548,2381,175,3,2
79549,1874,175,3,1
79550,1406,602,1,1
79551,3556,299,3,1
79552,1657,427,3,1
79553,556,601,3,1
79554,270,175,3,1
79555,3297,474,3,1
79556,2043,175,1,1
79557,3148,622,3,2
79558,3166,472,1,1
79559,3167,186,3,2
79560,488,241,3,1
79561,3334,273,3,2
79562,2785,474,1,1
79563,2486,633,3,1
79564,1883,133,3,1
79565,1779,324,1,1
79566,1263,175,1,1
79567,3283,633,3,1
79568,180,133,1,2
79569,2738,653,1,2
79570,2381,175,3,1
79571,656,273,1,2
79572,1915,889,3,1
79573,3465,162,3,2
79574,1263,175,1,2
79575,3020,420,1,2
79576,3625,522,1,1
79577,2524,134,1,1
79578,3518,273,1,2
79579,2618,314,3,2
79580,613,803,3,1
79581,2076,251,3,1
79582,772,637,1,1
79583,3137,143,1,1
79584,1263,175,3,1
79585,1372,633,3,1
79586,3422,233,1,1
79587,2400,174,3,2
79588,3250,874,1,2
79589,1264,175,1,1
79590,556,889,1,2
79591,2652,743,3,1
79592,821,80,1,1
79593,3456,229,1,1
79594,199,474,3,1
79595,1874,314,1,1
79596,1410,474,3,2
79597,1406,273,3,1
79598,2752,219,1,2
79599,132,203,1,1
79600,3032,175,3,1
79601,3525,80,3,1
79602,2383,603,3,1
79603,3060,474,3,2
79604,1265,318,3,1
79605,1952,633,1,1
79606,2617,314,1,1
79607,1010,484,3,2
79609,1272,175,1,1
79610,1826,174,1,2
79611,3360,249,3,1
79612,1255,474,1,1
79613,2644,175,1,1
79614,3315,175,3,1
79615,3488,175,3,1
79616,565,283,1,1
79617,831,175,1,1
79618,2161,743,2,2
79619,2585,889,1,1
79620,437,419,1,2
79621,3632,542,1,1
79622,3419,133,3,2
79623,2381,175,3,1
79624,3267,542,3,1
79625,3314,175,1,1
79626,1874,175,1,1
79627,1265,175,3,2
79628,3626,474,3,2
79629,1446,682,1,1
79630,2425,633,3,2
79631,1406,134,3,1
79632,1413,143,3,2
79633,3000,637,1,2
79634,1874,314,1,2
79635,1266,175,1,1
79636,2809,170,1,2
79637,2381,175,1,1
79638,1668,175,3,1
79639,3451,133,1,2
79640,2160,865,3,2
79641,2440,601,1,2
79642,2484,749,3,1
79643,488,183,1,1
79644,2052,746,1,2
79645,1202,102,3,1
79646,2443,175,1,1
79647,656,134,1,2
79648,882,128,3,2
79649,2617,314,1,1
79650,384,840,3,1
79651,3074,87,1,1
79652,1265,175,3,1
79653,3032,175,1,1
79654,2130,874,1,1
79655,3456,229,1,1
79656,1374,241,3,1
79657,1930,175,2,2
79658,831,175,1,1
79659,2838,273,3,2
79660,3098,387,1,1
79661,1874,175,1,1
79662,2230,630,3,2
79663,3464,484,1,1
79664,1266,175,1,1
79665,199,474,3,2
79666,2736,122,2,1
79667,2738,169,3,2
79668,199,474,1,1
79669,1272,175,3,1
79670,3625,273,1,2
79671,379,103,2,1
79672,3000,273,1,2
79673,1334,185,1,1
79674,2622,220,2,1
79675,831,175,3,1
79676,3567,567,3,2
79677,343,175,1,1
79678,2515,175,1,1
79679,2785,522,1,1
79680,1924,175,1,1
79681,1848,406,3,1
79682,3267,601,3,2
79683,1930,175,3,1
79684,82,233,3,1
79685,2326,867,3,1
79686,2752,567,3,1
79687,967,273,1,1
79688,384,162,3,1
79689,384,216,1,1
79690,1265,175,1,1
79691,1103,283,3,1
79692,1272,175,1,1
79693,3117,867,1,1
79694,1103,283,3,2
79695,344,192,3,2
79696,449,249,3,2
79697,1272,175,1,1
79698,1406,134,3,2
79699,3267,542,1,2
79700,1874,314,3,1
79701,2681,183,3,1
79702,3179,223,3,1
79703,2480,434,3,1
79704,2109,80,1,2
79705,3476,283,3,1
79706,3000,637,3,2
79707,553,613,1,2
79708,3350,283,3,2
79709,451,87,3,1
79710,2009,183,3,1
79711,967,273,1,2
79712,3313,531,3,1
79713,1022,770,1,1
79714,1263,175,1,1
79715,1296,283,3,2
79716,2971,175,3,1
79717,1619,133,1,2
79718,1400,275,3,1
79719,3156,325,3,2
79720,564,633,2,2
79721,948,84,3,1
79722,3569,175,3,2
79723,2360,633,1,2
79724,151,419,1,1
79725,1930,175,3,1
79726,2094,80,3,2
79727,214,633,3,2
79728,1267,84,1,1
79729,1858,318,1,1
79730,555,773,3,1
79731,3212,609,3,1
79732,758,162,1,2
79733,773,133,1,2
79734,2598,572,2,1
79735,2418,630,1,2
79736,38,633,1,1
79737,2515,175,1,1
79738,731,134,1,2
79739,2326,867,1,1
79740,1327,343,3,2
79741,596,175,1,1
79742,2302,175,3,1
79743,1719,283,1,1
79744,1272,175,1,1
79745,1230,272,1,1
79746,3419,555,2,2
79747,1263,175,1,1
79748,1266,175,3,1
79749,1879,860,1,2
79750,2672,737,1,1
79751,2996,174,1,2
79752,2439,746,1,1
79753,1266,175,1,1
79754,2164,175,3,2
79755,1406,194,3,1
79756,1979,175,1,1
79757,556,601,3,2
79758,1267,175,3,1
79759,2326,867,1,2
79760,3042,622,1,2
79761,1204,87,3,1
79762,1756,110,1,1
79763,672,789,1,1
79764,3272,542,1,1
79765,1198,406,3,1
79766,1266,175,1,1
79767,1446,743,3,2
79768,3117,867,1,1
79769,2515,175,3,1
79770,1007,633,1,2
79771,2486,633,3,2
79772,1266,175,3,1
79773,743,840,1,1
79774,2131,290,3,1
79775,3220,454,1,1
79776,2383,174,1,2
79777,3181,609,1,2
79778,2071,133,1,1
79779,58,720,1,1
79780,3117,867,1,1
79781,2453,622,1,1
79782,2112,356,3,1
79783,1874,314,1,1
79784,1265,175,1,1
79785,1263,175,3,1
79786,2617,314,3,1
79787,1266,175,3,1
79788,1265,175,1,1
79789,399,163,3,2
79790,948,175,3,1
79791,1265,175,1,1
79792,3250,874,1,1
79793,3360,249,3,1
79794,1272,175,2,1
79795,2838,133,1,2
79796,1246,683,2,2
79797,2756,569,3,2
79798,1985,346,1,2
79799,1266,175,1,1
79800,2585,601,3,1
79801,2911,743,1,1
79802,3525,80,3,2
79803,984,80,1,2
79804,556,601,1,1
79805,1256,490,3,1
79806,2130,874,3,1
79807,3437,789,1,1
79808,2109,80,3,1
79809,3334,522,1,2
79810,1915,601,3,1
79811,3250,874,1,1
79812,672,789,3,2
79813,775,394,3,2
79814,2302,175,1,1
79815,3191,174,1,2
79816,3504,882,1,1
79817,104,777,3,1
79818,3135,474,1,1
79819,2341,633,1,1
79820,938,633,3,2
79821,2253,823,3,2
79822,3000,369,3,2
79823,2130,874,1,1
79824,1359,552,3,2
79825,1160,704,1,2
79826,2617,314,1,2
79827,3422,414,1,1
79828,1915,889,1,1
79829,1985,581,1,2
79830,2996,174,1,1
79831,555,273,1,1
79832,246,454,3,1
79833,1336,633,1,1
79834,1415,602,3,1
79835,2446,175,3,2
79836,828,601,3,1
79837,2130,874,1,1
79838,2595,241,3,1
79839,1901,243,1,2
79840,1265,175,3,1
79841,2049,530,1,1
79842,1272,175,1,1
79843,1737,87,1,1
79844,1334,225,3,1
79845,1263,175,3,2
79846,758,162,1,2
79847,2754,134,1,2
79848,2164,175,1,1
79849,6,174,3,1
79850,1103,283,3,1
79851,1263,175,3,1
79852,1657,427,3,1
79853,557,133,3,2
79854,1908,243,3,2
79855,3476,283,3,1
79856,3541,133,3,2
79857,2443,175,1,1
79858,384,863,1,2
79859,1446,633,3,2
79860,2785,174,3,2
79861,3156,325,3,2
79862,1792,196,3,2
79863,1582,746,2,2
79864,234,80,3,2
79865,2528,273,1,2
79866,1668,175,1,1
79867,1057,410,3,1
79868,1582,127,3,2
79869,1023,633,1,1
79870,1979,175,1,1
79871,2837,541,1,1
79872,967,273,1,2
79873,3617,192,1,1
79874,1874,175,2,1
79875,1141,346,2,2
79876,3625,522,1,2
79877,1418,80,1,2
79878,404,867,3,2
79879,214,633,1,1
79880,773,196,3,1
79881,1272,175,3,1
79882,1631,434,3,1
79883,2109,80,1,1
79884,2524,426,1,1
79885,3570,695,3,2
79886,1844,759,3,1
79887,1263,175,1,1
79888,1765,633,3,2
79889,1267,175,3,1
79890,2045,523,3,1
79892,3451,273,1,1
79893,3250,874,1,1
79894,1263,175,3,1
79895,167,382,1,2
79896,1556,406,1,1
79897,2302,175,1,1
79898,948,175,1,1
79899,2778,889,3,2
79900,2164,175,3,1
79901,426,601,3,1
79902,1915,889,1,1
79903,116,569,3,1
79904,948,110,3,2
79905,284,273,3,2
79906,3518,273,1,2
79907,1921,420,1,1
79908,289,603,3,1
79909,2877,484,3,2
79910,3437,789,2,1
79911,3297,474,3,2
79912,3558,143,1,1
79913,1520,746,3,1
79914,2594,296,3,1
79915,949,175,3,1
79916,1098,434,3,1
79917,984,80,3,2
79918,1007,633,1,1
79919,1266,84,1,1
79920,555,273,1,1
79921,2050,474,3,2
79922,3532,273,2,2
79923,555,773,1,2
79924,2419,572,3,1
79926,3409,721,2,1
79927,1266,175,3,1
79928,596,175,1,1
79929,2199,250,2,2
79930,3421,419,1,2
79931,1199,567,3,1
79932,2410,143,3,2
79933,3303,282,1,1
79934,3625,602,2,1
79935,253,100,3,2
79936,881,273,1,2
79937,2938,175,1,1
79938,1142,133,1,2
79939,3135,474,1,1
79940,28,393,3,2
79941,2965,601,3,1
79942,1272,175,1,2
79943,3625,790,3,1
79944,882,128,3,2
79945,3254,555,1,2
79946,3451,602,3,1
79947,1446,101,3,2
79948,2076,253,3,1
79949,1895,175,1,1
79950,641,805,2,1
79951,2617,314,1,1
79952,668,869,3,2
79953,1272,175,3,1
79954,2701,273,1,1
79955,1108,633,3,2
79956,2164,175,3,1
79957,333,387,1,1
79958,2164,175,1,1
79959,426,889,3,2
79960,148,170,1,2
79961,731,273,1,2
79962,48,600,1,1
79963,2360,886,1,1
79964,3000,134,3,1
79965,3422,414,3,2
79966,332,87,3,2
79967,3568,105,3,1
79968,715,325,3,2
79969,1266,175,1,1
79970,2199,250,3,1
79971,1272,175,1,1
79972,2302,175,1,1
79973,3005,325,3,2
79974,1874,175,3,1
79975,1657,493,3,1
79976,384,840,1,1
79977,1096,175,1,1
79978,874,761,1,2
79979,1947,305,1,1
79980,1272,175,3,1
79981,1010,484,2,1
79982,2187,633,1,2
79983,1261,175,3,2
79984,1134,419,2,1
79985,557,133,3,1
79986,774,654,1,2
79987,1874,175,1,1
79988,3095,80,3,2
79989,3456,542,1,2
79990,534,250,1,1
79991,3020,420,1,2
79992,3272,542,1,1
79993,1874,175,3,1
79994,1619,133,3,2
79995,681,103,1,1
79996,2164,175,3,1
79997,217,419,1,1
79998,180,133,1,2
79999,2130,874,1,1
80000,1266,175,1,1
80001,190,434,3,1
80002,2109,80,1,1
80003,2738,542,1,2
80004,3060,474,3,2
80005,1265,175,3,1
80006,968,768,1,2
80007,864,175,3,1
80008,692,102,3,1
80009,948,175,1,1
80010,773,133,3,1
80011,2043,175,3,1
80012,1231,273,3,1
80013,3619,572,3,2
80014,1883,133,1,2
80015,759,87,1,1
80016,1737,87,3,1
80017,1096,175,1,1
80018,3381,225,1,1
80019,656,273,3,1
80020,1266,175,1,1
80021,1272,175,1,1
80022,1619,133,3,2
80023,1657,493,1,1
80024,180,133,3,1
80025,2303,314,3,2
80026,3451,273,3,2
80027,3315,175,1,1
80028,1096,175,1,1
80029,1619,105,3,1
80030,2754,134,1,2
80031,1916,80,1,2
80032,2797,144,1,1
80033,3272,542,3,2
80034,2747,711,1,2
80035,1792,133,1,2
80036,3482,522,3,1
80037,1844,174,3,2
80038,1393,874,3,1
80039,3272,601,3,2
80040,404,867,1,1
80041,881,133,3,2
80042,3047,406,3,1
80043,1256,721,3,1
80044,2043,84,1,1
80045,3451,680,1,1
80046,1001,133,3,2
80047,2109,80,1,1
80048,2731,509,1,2
80049,3173,633,1,1
80050,1883,273,1,2
80051,1494,552,3,2
80052,3625,790,1,2
80053,3267,174,1,2
80054,650,627,3,1
80055,1446,633,1,2
80056,1079,474,3,2
80057,3482,273,1,2
80058,2681,183,1,1
80060,1334,633,3,1
80061,2585,601,3,2
80062,831,175,1,1
80063,834,395,3,1
80064,1265,175,1,1
80065,773,133,1,1
80066,598,283,1,2
80067,2892,746,3,2
80068,1396,689,2,1
80069,2997,273,1,2
80070,233,80,3,1
80071,2672,633,1,2
80072,2345,175,3,1
80073,82,410,1,2
80074,190,434,3,1
80075,1874,175,1,1
80076,2965,601,1,1
80077,2585,601,3,1
80078,449,249,3,2
80079,45,393,3,1
80080,1536,80,1,1
80081,3132,183,1,1
80082,1826,174,2,2
80083,2911,743,3,1
80084,552,633,3,2
80085,2617,314,1,1
80086,1762,84,1,1
80087,3283,743,1,2
80088,1261,175,2,1
80089,2085,675,3,2
80090,1266,175,3,1
80091,3267,542,3,2
80092,1874,84,3,1
80093,628,555,3,2
80094,1083,749,3,2
80095,214,474,3,2
80096,1261,175,3,1
80097,271,251,1,1
80098,1446,133,2,2
80099,2515,20,1,1
80100,708,484,1,2
80101,1985,633,1,2
80102,82,233,1,1
80103,656,134,3,2
80104,3654,273,3,2
80105,2345,175,1,1
80106,1406,173,3,1
80107,2099,555,3,1
80108,1266,175,3,1
80109,1261,175,1,1
80110,3116,87,3,1
80111,773,133,1,1
80112,3076,175,1,1
80113,2302,175,3,1
80114,289,567,3,1
80115,1335,225,3,1
80116,2585,889,3,1
80117,594,100,3,2
80118,2197,674,3,2
80119,2199,250,3,1
80120,981,80,3,2
80121,2472,474,3,2
80122,1876,56,3,1
80123,1410,474,1,1
80124,2449,175,1,1
80125,1149,406,3,1
80126,1023,633,3,1
80127,3000,273,1,2
80128,1487,175,1,1
80129,2091,225,1,2
80130,1246,683,1,1
80131,1826,174,3,2
80132,2302,175,1,1
80133,2785,174,1,1
80134,1266,175,3,1
80135,3251,203,1,2
80136,2165,273,3,2
80137,1619,715,3,2
80138,531,103,3,1
80139,3482,273,1,1
80140,3076,175,3,1
80141,1844,174,3,2
80142,3456,419,1,2
80143,2965,889,3,1
80144,1876,84,1,1
80145,696,249,2,1
80146,1874,175,1,1
80147,1261,84,1,1
80148,3297,474,2,1
80149,1263,175,3,1
80150,881,174,1,2
80151,2302,175,1,1
80152,449,249,3,1
80153,1331,447,3,2
80154,1969,243,1,1
80155,596,175,1,1
80156,2581,770,2,2
80157,3297,768,1,2
80158,1366,162,1,1
80159,3272,542,3,1
80160,384,216,3,1
80161,1265,175,1,1
80162,1482,759,3,2
80163,878,492,3,2
80164,602,235,2,1
80165,488,241,1,1
80166,3350,283,1,1
80167,3267,542,1,2
80168,1874,175,3,1
80169,2617,314,3,1
80170,3315,175,1,1
80171,3471,569,1,1
80172,2576,308,3,1
80173,1481,387,1,1
80174,1669,253,3,2
80175,1924,175,3,1
80176,2383,603,3,2
80177,1272,175,3,1
80178,2761,484,3,2
80179,2585,889,2,1
80180,1265,175,3,1
80181,466,721,1,1
80182,3570,42,3,1
80183,1265,175,3,1
80184,948,175,1,1
80185,1329,683,3,1
80186,1916,80,3,1
80187,2253,761,1,2
80188,1947,133,3,1
80189,3102,613,3,2
80190,95,889,3,1
80191,2242,244,1,1
80192,1446,633,1,2
80193,2754,522,1,1
80194,1668,175,3,1
80195,2304,273,3,1
80196,3437,789,3,1
80197,1455,108,3,2
80198,1263,175,3,1
80199,437,419,2,2
80200,1231,133,1,2
80201,1261,175,1,1
80202,1296,283,3,1
80203,3059,474,3,1
80204,1265,175,3,1
80205,555,273,1,2
80206,1996,176,1,1
80207,3120,856,1,2
80208,1265,175,1,1
80209,3437,789,3,1
80210,926,471,1,1
80211,91,80,3,2
80212,121,314,3,1
80213,3451,886,1,1
80214,1517,183,1,1
80215,1924,175,1,1
80216,1246,683,3,2
80217,2302,175,1,1
80219,65,356,3,1
80220,3625,134,1,2
80221,94,812,1,1
80222,3032,175,1,1
80223,199,474,1,1
80224,913,387,3,1
80225,3275,633,1,1
80226,3533,273,3,2
80227,1256,746,1,2
80228,466,721,3,1
80229,1352,103,1,1
80231,2383,346,3,2
80232,3626,474,3,1
80233,552,633,1,2
80234,1001,133,3,2
80235,1096,175,1,1
80236,3660,711,1,2
80237,881,346,1,2
80238,2920,633,3,2
80239,1874,314,3,2
80240,86,721,3,2
80241,628,555,3,2
80242,88,87,3,1
80243,344,867,3,2
80244,556,601,3,1
80245,3102,613,3,2
80246,948,84,3,1
80247,1334,633,1,1
80248,1104,241,1,1
80249,1204,87,3,1
80250,1231,133,1,2
80251,2193,616,1,1
80252,2164,175,3,1
80253,3568,105,3,1
80254,199,474,1,1
80255,88,87,3,1
80256,214,542,3,1
80257,3531,273,1,2
80258,344,805,1,1
80259,214,346,1,1
80260,511,630,3,2
80261,758,164,1,2
80262,948,175,1,1
80263,2,387,1,1
80264,556,889,3,2
80265,605,633,1,1
80266,2135,175,3,1
80267,1108,273,1,1
80268,2971,84,3,1
80269,556,601,1,2
80270,1108,273,1,2
80271,3273,419,3,2
80272,384,216,1,1
80273,2418,630,1,2
80274,451,87,3,1
80275,2785,474,3,2
80276,2255,541,2,1
80277,1582,253,3,2
80278,1167,575,1,1
80279,1886,484,1,2
80280,3046,406,3,1
80281,1264,175,1,1
80282,1266,175,3,1
80283,627,174,3,2
80284,2161,743,2,2
80285,3272,542,3,1
80286,391,419,3,2
80287,3533,273,3,2
80288,674,175,1,1
80290,1272,175,3,2
80291,3212,608,3,1
80292,1272,175,3,1
80293,1061,137,2,2
80294,1406,134,1,2
80295,2514,356,1,2
80296,3000,602,1,1
80297,214,474,3,2
80298,2636,183,1,1
80299,2714,572,1,1
80300,3567,567,3,1
80301,214,633,3,1
80302,3541,133,1,1
80303,556,601,1,1
80304,496,240,3,1
80305,199,474,3,2
80306,1084,474,3,2
80307,3247,164,1,1
80308,2531,740,1,2
80309,2016,387,1,1
80310,425,474,1,2
80311,1265,175,3,1
80312,1142,369,3,1
80313,1779,770,1,2
80314,2164,175,1,1
80315,2410,869,3,2
80316,158,869,3,2
80317,1924,175,1,1
80318,32,393,1,1
80319,190,434,1,1
80320,2738,653,1,2
80321,2260,103,3,1
80322,2100,721,2,2
80323,3437,789,3,1
80324,735,183,3,1
80326,739,87,1,1
80327,1010,484,3,1
80328,1668,175,3,1
80329,3267,601,1,2
80330,2302,175,3,1
80331,384,162,3,1
80332,1057,410,1,1
80333,3451,688,1,2
80334,2585,889,1,1
80335,1915,283,1,1
80336,1267,318,3,1
80337,2302,175,1,1
80338,1915,601,3,1
80339,1272,175,3,1
80340,1745,749,3,1
80341,2528,369,1,2
80342,2387,255,1,1
80343,3518,273,3,2
80344,3483,273,3,1
80345,881,133,1,2
80346,1792,637,1,2
80347,2302,175,3,2
80348,1883,133,3,1
80349,1142,273,1,2
80350,139,167,3,1
80351,2418,630,3,2
80352,1231,133,1,1
80353,2264,8,3,1
80354,1949,601,3,2
80355,598,283,3,2
80356,1915,283,3,1
80357,668,869,1,1
80358,1263,175,1,1
80359,2767,396,1,1
80360,3106,356,1,1
80361,12,410,1,1
80362,2109,80,3,1
80363,1446,133,1,1
80364,1083,87,3,2
80365,831,175,1,1
80366,199,474,3,2
80367,1415,134,1,1
80368,289,567,1,1
80369,2578,601,3,1
80370,2617,314,1,1
80371,1761,175,1,1
80372,2302,175,3,1
80373,384,192,1,1
80374,731,369,1,1
80375,1272,175,1,1
80376,1026,148,2,1
80377,881,273,1,1
80378,49,633,3,1
80379,1412,103,1,1
80380,1263,84,1,1
80381,940,625,1,2
80382,229,778,2,1
80383,2449,175,3,2
80384,628,555,1,2
80385,2524,369,3,2
80386,329,420,3,1
80387,594,100,1,2
80388,1013,601,2,1
80389,2120,298,1,2
80390,2164,84,3,1
80391,284,758,1,1
80392,3313,531,3,2
80393,25,541,3,1
80394,987,567,1,1
80395,384,778,1,1
80396,2958,680,1,2
80397,2136,87,2,1
80398,3132,183,1,2
80399,2997,174,1,2
80400,1949,601,3,1
80401,672,789,3,1
80402,645,784,3,1
80403,384,778,1,2
80404,3212,609,3,2
80405,731,134,1,2
80406,488,241,1,1
80407,1393,874,3,2
80408,1446,583,1,1
80409,231,783,3,1
80410,158,103,3,1
80411,1261,175,3,1
80412,1975,711,3,1
80413,2904,203,3,2
80414,1352,103,3,1
80415,2302,175,1,1
80416,2731,572,1,2
80417,3475,633,1,1
80418,2807,356,3,2
80419,2893,726,1,2
80420,3000,134,1,1
80421,1272,175,1,1
80422,3254,555,3,2
80423,1800,175,1,1
80424,1840,312,2,2
80425,2274,419,3,2
80426,2345,175,1,1
80427,3104,613,1,1
80428,2089,283,1,1
80429,3315,175,3,1
80430,1104,241,3,1
80431,1473,192,1,1
80432,776,133,3,1
80433,641,192,3,1
80434,1603,633,1,1
80435,2080,80,3,2
80436,2130,874,1,1
80437,2524,426,1,1
80438,3197,474,3,2
80439,1969,484,1,2
80440,277,746,1,2
80441,425,474,1,1
80442,3250,874,1,1
80443,1047,100,3,2
80444,3032,175,1,1
80445,948,175,3,1
80446,1628,867,1,1
80447,328,80,3,2
80448,2043,175,1,1
80449,2292,743,3,1
80450,1446,541,3,2
80451,2524,273,1,1
80452,3020,420,1,1
80453,3076,175,1,1
80454,2234,622,3,2
80455,2586,889,3,1
80456,1446,541,2,2
80457,2652,743,3,1
80458,3220,454,3,2
80459,2165,273,3,2
80460,3222,454,3,2
80461,1483,175,3,1
80462,565,283,1,2
80463,1908,243,1,2
80464,2099,555,1,2
80465,451,87,1,1
80466,1668,175,3,1
80467,1296,283,3,2
80468,1879,860,3,1
80469,3451,273,1,1
80470,1266,175,1,1
80471,2636,183,3,2
80472,2164,175,1,1
80473,1691,283,3,1
80474,774,654,3,1
80475,3000,602,3,1
80476,3283,633,1,2
80477,1253,151,1,1
80478,1272,175,1,1
80479,3422,233,1,1
80480,1979,175,1,1
80482,948,175,1,1
80483,2109,80,3,2
80484,967,273,1,2
80485,3647,250,3,1
80486,1985,581,1,2
80487,2157,87,1,1
80488,312,555,1,1
80489,1669,253,1,1
80490,1148,542,3,1
80491,948,175,3,1
80492,2606,175,1,1
80493,1761,175,3,1
80494,2585,601,3,1
80495,3626,474,1,1
80496,2672,369,1,2
80497,1817,243,1,2
80498,2716,400,3,1
80499,3305,87,3,1
80500,3236,389,1,2
80501,3074,419,3,1
80502,1170,300,3,1
80503,2302,175,1,1
80504,3315,84,1,1
80505,556,601,1,1
80506,1826,174,1,2
80507,290,860,1,2
80508,1103,283,1,1
80509,2524,133,3,2
80510,3525,80,1,2
80511,1263,175,3,1
80512,3076,84,1,1
80513,943,324,3,2
80514,961,175,1,1
80515,3236,860,1,2
80516,773,637,3,2
80517,199,474,1,2
80518,3306,541,3,1
80519,2515,175,1,1
80520,2585,889,3,1
80521,214,484,1,2
80522,2302,175,1,1
80523,1378,541,3,2
80524,967,273,1,2
80525,384,778,1,1
80526,3411,865,1,2
80527,2670,346,1,2
80528,1079,474,3,2
80529,1915,601,3,2
80530,3378,314,1,1
80531,1849,746,1,1
80532,1381,630,2,2
80533,1924,175,3,1
80534,1619,600,2,1
80535,2094,80,1,2
80536,426,889,3,1
80537,1155,541,3,1
80538,2043,175,1,1
80539,1874,314,1,1
80540,2617,314,3,1
80541,425,474,2,1
80542,3008,170,1,2
80543,3626,474,1,2
80544,1918,174,3,2
80545,2752,567,3,2
80546,1975,318,1,2
80547,1761,175,1,1
80548,1582,746,1,1
80549,180,133,1,1
80550,1263,175,3,1
80551,2524,369,3,1
80552,167,382,3,2
80553,2302,175,3,1
80554,3032,175,1,1
80555,1349,273,1,2
80556,2542,596,1,1
80557,2253,761,2,1
80558,3614,153,3,1
80559,566,283,3,2
80561,1272,175,3,1
80562,2130,874,2,1
80563,2585,889,3,1
80564,1272,175,1,1
80565,1272,175,1,1
80566,3032,175,2,1
80567,3117,162,1,1
80568,1266,175,3,1
80569,1930,175,3,1
80570,2996,273,3,2
80571,2246,613,3,2
80572,1626,251,2,1
80573,2478,225,3,2
80574,2785,369,3,1
80575,3267,769,3,2
80576,2585,889,1,1
80577,3428,181,1,1
80578,2448,87,1,1
80579,3530,293,1,2
80580,284,758,3,2
80581,1256,746,3,1
80583,1765,225,3,2
80584,1924,175,1,1
80585,204,175,1,1
80586,2043,318,1,1
80587,2886,153,3,2
80588,1438,541,1,1
80589,2618,314,3,1
80590,1204,87,3,1
80591,731,134,1,2
80592,2652,743,3,2
80593,3463,325,3,2
80594,3541,133,3,2
80595,2446,175,3,1
80596,1446,633,1,2
80597,982,356,1,1
80598,3437,789,3,1
80599,850,127,3,1
80600,3236,600,3,1
80601,2400,174,3,1
80602,3531,273,1,2
80603,2838,273,3,2
80604,270,175,3,2
80605,1819,174,1,2
80606,1924,175,1,1
80607,2996,758,1,2
80608,773,133,3,2
80610,1930,175,1,2
80611,948,175,1,1
80612,3076,175,3,1
80613,3236,389,1,1
80614,1265,175,3,1
80615,743,778,1,1
80616,1915,889,3,1
80617,3250,874,3,1
80618,948,84,3,1
80619,1619,133,3,2
80620,2585,889,1,1
80621,49,633,1,1
80622,653,622,1,2
80623,2130,874,1,1
80624,3250,874,1,1
80625,1757,609,2,1
80626,3437,789,3,1
80627,593,600,1,1
80628,1265,318,3,1
80629,3138,174,3,2
80630,1930,175,1,1
80631,180,133,3,1
80632,3315,175,1,1
80633,881,133,3,2
80634,2371,183,1,1
80635,1406,134,2,2
80636,831,175,3,1
80637,95,889,1,2
80638,325,879,1,2
80639,1874,175,1,1
80640,2345,175,3,1
80641,3216,625,1,2
80642,217,542,1,2
80643,6,522,2,1
80644,404,867,3,1
80645,2754,273,1,2
80646,2165,273,3,2
80647,1889,583,1,1
80648,1866,175,1,1
80649,3000,273,1,1
